# Export CSV from Simcenter Amesim 2022.1 (encoding="UTF - 8 - BOM")
"Time filename=E214E01752TR1220830040158filtered.data  ""10""","twistlock filename=E214E01752TR1220830040158filtered.data  ""10""","loadedunloaded filename=E214E01752TR1220830040158filtered.data  ""10""","tel.liftpressure filename=E214E01752TR1220830040158filtered.data  ""10""","liftheight filename=E214E01752TR1220830040158filtered.data  ""10""","Ps_liftpressure filename=E214E01752TR1220830040158filtered.data  ""10""","vehiclespeed filename=E214E01752TR1220830040158filtered.data  ""10""","Loadweight filtered filename=E214E01752TR1220830040158filtered.data  ""10"""
"s","null","null","null","null","null","null","kg"
0.00000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.80780000000000e+03,8.09800000000000e+01,0.00000000000000e+00,0.00000000000000e+00
1.00000000000000e-01,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.80780000000000e+03,8.09000969088658e+01,0.00000000000000e+00,0.00000000000000e+00
2.00000000000000e-01,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.80780000000000e+03,8.09799126845899e+01,0.00000000000000e+00,0.00000000000000e+00
3.00000000000001e-01,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.80780000000000e+03,8.09800000000000e+01,0.00000000000000e+00,0.00000000000000e+00
4.00000000000001e-01,0.00000000000000e+00,1.00000000000000e+00,2.45000000000000e+02,1.80780000000000e+03,8.09300542046295e+01,0.00000000000000e+00,0.00000000000000e+00
5.00000000000001e-01,0.00000000000000e+00,1.00000000000000e+00,2.45000000000000e+02,1.80780000000000e+03,8.09501554456280e+01,0.00000000000000e+00,0.00000000000000e+00
6.00000000000001e-01,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.80780000000000e+03,8.10299207963341e+01,0.00000000000000e+00,0.00000000000000e+00
7.00000000000002e-01,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.80780000000000e+03,8.10000000000000e+01,0.00000000000000e+00,0.00000000000000e+00
8.00000000000002e-01,0.00000000000000e+00,1.00000000000000e+00,2.45000000000000e+02,1.80780000000000e+03,8.09999646514727e+01,0.00000000000000e+00,0.00000000000000e+00
9.00000000000002e-01,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.80780000000000e+03,8.09800301941135e+01,0.00000000000000e+00,0.00000000000000e+00
1.00000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.80780000000000e+03,8.09999358633366e+01,0.00000000000000e+00,0.00000000000000e+00
1.10000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.80780000000000e+03,8.09501679319813e+01,0.00000000000000e+00,0.00000000000000e+00
1.20000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.80780000000000e+03,8.09799031688359e+01,0.00000000000000e+00,0.00000000000000e+00
1.30000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.45000000000000e+02,1.80780000000000e+03,8.09999566254777e+01,0.00000000000000e+00,0.00000000000000e+00
1.40000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.80780000000000e+03,8.09799384635295e+01,0.00000000000000e+00,0.00000000000000e+00
1.50000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.80780000000000e+03,8.09498800011461e+01,0.00000000000000e+00,0.00000000000000e+00
1.60000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.80780000000000e+03,8.08802202661409e+01,0.00000000000000e+00,0.00000000000000e+00
1.70000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.45000000000000e+02,1.80780000000000e+03,8.09799391904035e+01,0.00000000000000e+00,0.00000000000000e+00
1.80000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.80780000000000e+03,8.09500278401331e+01,0.00000000000000e+00,0.00000000000000e+00
1.90000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.45000000000000e+02,1.80780000000000e+03,8.09799346058200e+01,0.00000000000000e+00,0.00000000000000e+00
2.00000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.45000000000000e+02,1.80780000000000e+03,8.10299122521946e+01,0.00000000000000e+00,0.00000000000000e+00
2.10000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.45000000000000e+02,1.80780000000000e+03,8.09798674775124e+01,0.00000000000000e+00,0.00000000000000e+00
2.20000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.80780000000000e+03,8.09000585671025e+01,0.00000000000000e+00,0.00000000000000e+00
2.30000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.80780000000000e+03,8.09300000000000e+01,0.00000000000000e+00,0.00000000000000e+00
2.40000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.80780000000000e+03,8.09300000000000e+01,0.00000000000000e+00,0.00000000000000e+00
2.50000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.80780000000000e+03,8.09300347025732e+01,0.00000000000000e+00,0.00000000000000e+00
2.60000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.80780000000000e+03,8.09498217188109e+01,0.00000000000000e+00,0.00000000000000e+00
