# Export CSV from Simcenter Amesim 2022.1 (encoding="UTF - 8 - BOM")
"Time filename=E214E01752TR1220830_034651filtered.data  ""9""","twistlock filename=E214E01752TR1220830_034651filtered.data  ""9""","loadedunloaded filename=E214E01752TR1220830_034651filtered.data  ""9""","tel.liftpressure filename=E214E01752TR1220830_034651filtered.data  ""9""","liftheight filename=E214E01752TR1220830_034651filtered.data  ""9""","Ps_liftpressure filename=E214E01752TR1220830_034651filtered.data  ""9""","vehiclespeed filename=E214E01752TR1220830_034651filtered.data  ""9""","Loadweight filtered filename=E214E01752TR1220830_034651filtered.data  ""9"""
"s","null","null","null","null","null","null","kg"
3.50000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,1.23371689837210e-12
3.60000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13001045402434e+01,0.00000000000000e+00,1.31377505834726e-12
3.70000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.54000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,1.39902833965622e-12
3.80000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13499559637583e+01,0.00000000000000e+00,1.48981386328305e-12
3.90000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13300205207426e+01,0.00000000000000e+00,1.58649062661288e-12
4.00000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,1.68944092303182e-12
4.10000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,1.79907185364737e-12
4.20000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13799074451680e+01,0.00000000000000e+00,1.91581693710708e-12
4.30000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13998146445254e+01,0.00000000000000e+00,2.04013782388137e-12
4.40000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.49000000000000e+02,9.10800000000000e+02,8.14300000000000e+01,0.00000000000000e+00,2.17252612178924e-12
4.50000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.49000000000000e+02,9.10800000000000e+02,8.14299434254940e+01,0.00000000000000e+00,2.31350533998583e-12
4.60000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.53000000000000e+02,9.10800000000000e+02,8.13999032666150e+01,0.00000000000000e+00,2.46363295909874e-12
4.70000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.53000000000000e+02,9.10800000000000e+02,8.13501017937129e+01,0.00000000000000e+00,2.62350263569947e-12
4.80000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.14296452604939e+01,0.00000000000000e+00,2.79374654982695e-12
4.90000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.12305898028816e+01,0.00000000000000e+00,2.97503790484626e-12
5.00000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.12300000000000e+01,0.00000000000000e+00,3.16809358952775e-12
5.10000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.12801018629463e+01,0.00000000000000e+00,3.37367701287338e-12
5.20000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13499084398435e+01,0.00000000000000e+00,3.59260112290018e-12
5.30000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.12800797180523e+01,0.00000000000000e+00,3.82573162131809e-12
5.40000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13299081721382e+01,0.00000000000000e+00,4.07399038681417e-12
5.50000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.49000000000000e+02,9.10800000000000e+02,8.13300000000000e+01,0.00000000000000e+00,4.33835912048005e-12
5.60000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13300000000000e+01,0.00000000000000e+00,4.61988322779784e-12
5.70000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13000391170433e+01,0.00000000000000e+00,4.91967595253528e-12
5.80000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13500419322892e+01,0.00000000000000e+00,5.23892277889692e-12
5.90000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13799316853530e+01,0.00000000000000e+00,5.57888611933901e-12
6.00000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13500812381357e+01,0.00000000000000e+00,5.94091030658536e-12
6.10000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13998946088552e+01,0.00000000000000e+00,6.32642690958420e-12
6.20000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.14000000000000e+01,0.00000000000000e+00,6.73696039442741e-12
6.30000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13800517929618e+01,0.00000000000000e+00,7.17413415261704e-12
6.40000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13999567894361e+01,0.00000000000000e+00,7.63967692051730e-12
6.50000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,8.13542961537650e-12
6.60000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13500140712301e+01,0.00000000000000e+00,8.66335261495109e-12
6.70000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.53000000000000e+02,9.10800000000000e+02,8.13800000000000e+01,0.00000000000000e+00,9.22553350951787e-12
6.80000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13800000000000e+01,0.00000000000000e+00,9.82419535692851e-12
6.90000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13500322241583e+01,0.00000000000000e+00,1.04617054733499e-11
7.00000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,1.11405847944515e-11
7.10000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13300000000000e+01,0.00000000000000e+00,1.18635178440578e-11
7.20000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13300111335871e+01,0.00000000000000e+00,1.26333633496848e-11
7.30000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,1.34531655469376e-11
7.40000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,1.43261662174725e-11
7.50000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.49000000000000e+02,9.10800000000000e+02,8.13799656646979e+01,0.00000000000000e+00,1.52558175081231e-11
7.60000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.49000000000000e+02,9.10800000000000e+02,8.13800000000000e+01,0.00000000000000e+00,1.62457955818844e-11
7.70000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13999890097984e+01,0.00000000000000e+00,1.73000151547332e-11
7.80000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13500044122411e+01,0.00000000000000e+00,1.84226449757707e-11
7.90000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13799809124633e+01,0.00000000000000e+00,1.96181243118987e-11
8.00000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.53000000000000e+02,9.10800000000000e+02,8.13799844189406e+01,0.00000000000000e+00,2.08911805022183e-11
8.10000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13500068395462e+01,0.00000000000000e+00,2.22468476515647e-11
8.20000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.53000000000000e+02,9.10800000000000e+02,8.13799916986916e+01,0.00000000000000e+00,2.36904865371000e-11
8.30000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13500231515343e+01,0.00000000000000e+00,2.52278058066821e-11
8.40000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,2.68648845528342e-11
8.50000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,2.86081963515807e-11
8.60000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13300000000000e+01,0.00000000000000e+00,3.04646348612077e-11
8.70000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.48000000000000e+02,9.10800000000000e+02,8.13300000000000e+01,0.00000000000000e+00,3.24415410821743e-11
8.80000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13300000000000e+01,0.00000000000000e+00,3.45467323859689e-11
8.90000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13300000000000e+01,0.00000000000000e+00,3.67885334277025e-11
9.00000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13498083062082e+01,0.00000000000000e+00,3.91758090646763e-11
9.10000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,4.17179994110958e-11
9.20000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13300070165988e+01,0.00000000000000e+00,4.44251571675503e-11
9.30000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.53000000000000e+02,9.10800000000000e+02,8.13300000000000e+01,0.00000000000000e+00,4.73079873728708e-11
9.40000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.12800650029042e+01,0.00000000000000e+00,5.03778897355584e-11
9.50000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13997709769042e+01,0.00000000000000e+00,5.36470037121782e-11
9.60000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13500100817779e+01,0.00000000000000e+00,5.71282565109724e-11
9.70000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13797060403004e+01,0.00000000000000e+00,6.08354142105161e-11
9.80000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13502965704829e+01,0.00000000000000e+00,6.47831361955575e-11
9.90000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13799704945829e+01,0.00000000000000e+00,6.89870331252989e-11
1.00000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13500307409629e+01,0.00000000000000e+00,7.34637286633469e-11
1.01000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13299641170830e+01,0.00000000000000e+00,7.82309252134326e-11
1.02000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.12800428364525e+01,0.00000000000000e+00,8.33074739208434e-11
1.03000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.12300395054951e+01,0.00000000000000e+00,8.87134492163765e-11
1.04000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.12992866491644e+01,0.00000000000000e+00,9.44702281975871e-11
1.05000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13494954680197e+01,0.00000000000000e+00,1.00600575161232e-10
1.06000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,1.07128731621176e-10
1.07000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.53000000000000e+02,9.10800000000000e+02,8.13799759008357e+01,0.00000000000000e+00,1.14080512167735e-10
1.08000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13500068798980e+01,0.00000000000000e+00,1.21483406547494e-10
1.09000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13300003920821e+01,0.00000000000000e+00,1.29366688367286e-10
1.10000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13300000000000e+01,0.00000000000000e+00,1.37761530852163e-10
1.11000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.12802586765116e+01,0.00000000000000e+00,1.46701130115121e-10
1.12000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.12997939924240e+01,0.00000000000000e+00,1.56220836426018e-10
1.13000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13494943713643e+01,0.00000000000000e+00,1.66358293998780e-10
1.14000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13300050746302e+01,0.00000000000000e+00,1.77153589849654e-10
1.15000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.14798686865369e+01,0.00000000000000e+00,1.88649412315141e-10
1.16000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.14800000000000e+01,0.00000000000000e+00,2.00891219856461e-10
1.17000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.14501407098585e+01,0.00000000000000e+00,2.13927420818039e-10
1.18000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13803423523018e+01,0.00000000000000e+00,2.27809564850858e-10
1.19000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13502116603730e+01,0.00000000000000e+00,2.42592546757620e-10
1.20000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.53000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,2.58334823565800e-10
1.21000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.49000000000000e+02,9.10800000000000e+02,8.13799818075331e+01,0.00000000000000e+00,2.75098645686965e-10
1.22000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13800000000000e+01,0.00000000000000e+00,2.92950303076450e-10
1.23000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13999903196582e+01,0.00000000000000e+00,3.11960387366786e-10
1.24000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.14298253044200e+01,0.00000000000000e+00,3.32204071011452e-10
1.25000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13803437790301e+01,0.00000000000000e+00,3.53761404542773e-10
1.26000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13998763107045e+01,0.00000000000000e+00,3.76717633119436e-10
1.27000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.14000000000000e+01,0.00000000000000e+00,4.01163533615356e-10
1.28000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13500825686138e+01,0.00000000000000e+00,4.27195773582853e-10
1.29000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.53000000000000e+02,9.10800000000000e+02,8.13798325460815e+01,0.00000000000000e+00,4.54917293509618e-10
1.30000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13800000000000e+01,0.00000000000000e+00,4.84437713881030e-10
1.31000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13500837682953e+01,0.00000000000000e+00,5.15873768657505e-10
1.32000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13002817372851e+01,0.00000000000000e+00,5.49349766880976e-10
1.33000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13298381273845e+01,0.00000000000000e+00,5.84998084235878e-10
1.34000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13499877447643e+01,0.00000000000000e+00,6.22959686508422e-10
1.35000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13798952352246e+01,0.00000000000000e+00,6.63384687014109e-10
1.36000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.14299341519123e+01,0.00000000000000e+00,7.06432940197740e-10
1.37000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13003037353505e+01,0.00000000000000e+00,7.52274673753225e-10
1.38000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13498587688049e+01,0.00000000000000e+00,8.01091161762804e-10
1.39000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.49000000000000e+02,9.10800000000000e+02,8.13300675954406e+01,0.00000000000000e+00,8.53075441517518e-10
1.40000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13497653141228e+01,0.00000000000000e+00,9.08433076853474e-10
1.41000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.49000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,9.67382971022409e-10
1.42000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.49000000000000e+02,9.10800000000000e+02,8.13000685989634e+01,0.00000000000000e+00,1.03015823231092e-09
1.43000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.12800447902325e+01,0.00000000000000e+00,1.09700709583131e-09
1.44000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.52000000000000e+02,9.10800000000000e+02,8.13499045361973e+01,0.00000000000000e+00,1.16819390512916e-09
1.45000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,1.24400015748919e-09
1.46000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,1.32472561707300e-09
1.47000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,1.41068950029026e-09
1.48000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.51000000000000e+02,9.10800000000000e+02,8.13500000000000e+01,0.00000000000000e+00,1.50223173809095e-09
1.49000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.49000000000000e+02,9.10800000000000e+02,8.14498325995639e+01,0.00000000000000e+00,1.59971432016999e-09
1.50000000000000e+01,0.00000000000000e+00,1.00000000000000e+00,2.50000000000000e+02,9.10800000000000e+02,8.13800776187903e+01,0.00000000000000e+00,1.70352272639974e-09
