# Export CSV from Simcenter Amesim 2022.1 (encoding="UTF - 8 - BOM")
"Time filename=E214E01752TR1220830033144filtered.data  ""8""","twistlock filename=E214E01752TR1220830033144filtered.data  ""8""","loadedunloaded filename=E214E01752TR1220830033144filtered.data  ""8""","tel.liftpressure filename=E214E01752TR1220830033144filtered.data  ""8""","liftheight filename=E214E01752TR1220830033144filtered.data  ""8""","Ps_liftpressure filename=E214E01752TR1220830033144filtered.data  ""8""","vehiclespeed filename=E214E01752TR1220830033144filtered.data  ""8""","Loadweight filtered filename=E214E01752TR1220830033144filtered.data  ""8"""
"s","null","null","null","null","null","null","kg"
0.00000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,4.10000000000000e+01,4.37460000000000e+03,8.35000000000000e+01,0.00000000000000e+00,4.59607288364952e+01
1.00000000000000e-01,0.00000000000000e+00,1.00000000000000e+00,4.10000000000000e+01,4.38840000000000e+03,8.30521594365229e+01,0.00000000000000e+00,4.89432051133641e+01
2.00000000000000e-01,0.00000000000000e+00,1.00000000000000e+00,1.90000000000000e+01,4.37899818707438e+03,8.24507105995414e+01,0.00000000000000e+00,5.21192197645641e+01
3.00000000000001e-01,0.00000000000000e+00,1.00000000000000e+00,1.30000000000000e+01,4.38834854690608e+03,8.25214328088883e+01,0.00000000000000e+00,5.55013318513789e+01
4.00000000000001e-01,0.00000000000000e+00,1.00000000000000e+00,1.40000000000000e+01,4.38364474708934e+03,8.25465969257012e+01,0.00000000000000e+00,5.91029154156919e+01
5.00000000000001e-01,0.00000000000000e+00,1.00000000000000e+00,1.00000000000000e+01,4.38840000000000e+03,8.24577888074018e+01,0.00000000000000e+00,6.29382123655766e+01
6.00000000000001e-01,0.00000000000000e+00,1.00000000000000e+00,1.60000000000000e+01,4.38835812050235e+03,8.24126634551680e+01,0.00000000000000e+00,6.70223887927314e+01
7.00000000000002e-01,0.00000000000000e+00,1.00000000000000e+00,1.40000000000000e+01,4.38364461204188e+03,8.24384404759481e+01,0.00000000000000e+00,7.13715949444555e+01
8.00000000000002e-01,0.00000000000000e+00,1.00000000000000e+00,1.00000000000000e+01,4.38840000000000e+03,8.24204745624440e+01,0.00000000000000e+00,7.60030290873168e+01
9.00000000000002e-01,0.00000000000000e+00,1.00000000000000e+00,1.40000000000000e+01,4.37460000000000e+03,8.24095019398100e+01,0.00000000000000e+00,8.09350055150514e+01
