# Export CSV from Simcenter Amesim 2022.1 (encoding="UTF - 8 - BOM")
"Time filename=E214E01752T_R1_211110_083329.data  ""2""","twistlock filename=E214E01752T_R1_211110_083329.data  ""2""","loadedunloaded filename=E214E01752T_R1_211110_083329.data  ""2""","tel.liftpressure filename=E214E01752T_R1_211110_083329.data  ""2""","liftheight filename=E214E01752T_R1_211110_083329.data  ""2""","Ps_liftpressure[barl] filename=E214E01752T_R1_211110_083329.data  ""2""","vehiclespeed filename=E214E01752T_R1_211110_083329.data  ""2""","Loadweight filtered filename=E214E01752T_R1_211110_083329.data  ""2"""
"s","null","null","null","null","null","null","kg"
0.00000000000000e+00,1.00000000000000e+00,0.00000000000000e+00,5.90000000000000e+01,1.00740000000000e+03,8.45500000000000e+01,0.00000000000000e+00,8.24185636988406e-136
1.00000000000000e-01,1.00000000000000e+00,0.00000000000000e+00,5.90000000000000e+01,1.00740000000000e+03,8.45500000000000e+01,0.00000000000000e+00,8.77668559741844e-136
2.00000000000000e-01,1.00000000000000e+00,0.00000000000000e+00,5.80000000000000e+01,1.00740000000000e+03,8.45200000000000e+01,0.00000000000000e+00,9.34622087778702e-136
3.00000000000001e-01,1.00000000000000e+00,0.00000000000000e+00,5.70000000000000e+01,1.00740000000000e+03,8.45200000000000e+01,0.00000000000000e+00,9.95271435062861e-136
4.00000000000001e-01,1.00000000000000e+00,0.00000000000000e+00,5.70000000000000e+01,1.00740000000000e+03,8.45200000000000e+01,0.00000000000000e+00,1.05985643010679e-135
5.00000000000001e-01,1.00000000000000e+00,0.00000000000000e+00,5.80000000000000e+01,1.00740000000000e+03,8.45200000000000e+01,0.00000000000000e+00,1.12863246433648e-135
6.00000000000001e-01,1.00000000000000e+00,0.00000000000000e+00,5.79999999999999e+01,1.00740000000000e+03,8.45200000000000e+01,0.00000000000000e+00,1.20187150199758e-135
7.00000000000002e-01,1.00000000000000e+00,0.00000000000000e+00,5.70000000000000e+01,1.00740000000000e+03,8.45200000000000e+01,0.00000000000000e+00,1.27986315559612e-135
8.00000000000002e-01,1.00000000000000e+00,0.00000000000000e+00,5.80000000000000e+01,1.00740000000000e+03,8.45200000000000e+01,0.00000000000000e+00,1.36291583112665e-135
