# Export CSV from Simcenter Amesim 2022.1 (encoding="UTF - 8 - BOM")
"Time filename=E214E01752TR1220830041706filtered.data  ""11""","twistlock filename=E214E01752TR1220830041706filtered.data  ""11""","loadedunloaded filename=E214E01752TR1220830041706filtered.data  ""11""","tel.liftpressure filename=E214E01752TR1220830041706filtered.data  ""11""","liftheight filename=E214E01752TR1220830041706filtered.data  ""11""","Ps_liftpressure filename=E214E01752TR1220830041706filtered.data  ""11""","vehiclespeed filename=E214E01752TR1220830041706filtered.data  ""11""","Loadweight filtered filename=E214E01752TR1220830041706filtered.data  ""11"""
"s","null","null","null","null","null","null","kg"
0.00000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.09000000000000e+01,0.00000000000000e+00,1.80927796938476e-102
1.00000000000000e-01,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.09000000000000e+01,0.00000000000000e+00,1.92668534647724e-102
2.00000000000000e-01,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.08584953317601e+01,0.00000000000000e+00,2.05171150433695e-102
3.00000000000001e-01,0.00000000000000e+00,1.00000000000000e+00,2.41000000000000e+02,1.79400000000000e+03,8.08748508569338e+01,0.00000000000000e+00,2.18485083966892e-102
4.00000000000001e-01,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08384337201394e+01,0.00000000000000e+00,2.32662983149021e-102
5.00000000000001e-01,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.08466370401587e+01,0.00000000000000e+00,2.47760912301017e-102
6.00000000000001e-01,0.00000000000000e+00,1.00000000000000e+00,2.41000000000000e+02,1.79400000000000e+03,8.08500000000000e+01,0.00000000000000e+00,2.63838573860779e-102
7.00000000000002e-01,0.00000000000000e+00,1.00000000000000e+00,2.41000000000000e+02,1.79400000000000e+03,8.08500000000000e+01,0.00000000000000e+00,2.80959544467273e-102
8.00000000000002e-01,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08333905471236e+01,0.00000000000000e+00,2.99191526364570e-102
9.00000000000002e-01,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08466032495545e+01,0.00000000000000e+00,3.18606615119950e-102
1.00000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08085374753630e+01,0.00000000000000e+00,3.39281584714736e-102
1.10000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.40000000000000e+02,1.79400000000000e+03,8.08249362667064e+01,0.00000000000000e+00,3.61298191135187e-102
1.20000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08050834642569e+01,0.00000000000000e+00,3.84743495663968e-102
1.30000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08663841729796e+01,0.00000000000000e+00,4.09710209150596e-102
1.40000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.41000000000000e+02,1.79400000000000e+03,8.08550757565666e+01,0.00000000000000e+00,4.36297058622234e-102
1.50000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.79400000000000e+03,8.08915439551004e+01,0.00000000000000e+00,4.64609177684524e-102
1.60000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.79400000000000e+03,8.08833965851792e+01,0.00000000000000e+00,4.94758522256261e-102
1.70000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.79400000000000e+03,8.08551904422078e+01,0.00000000000000e+00,5.26864313281844e-102
1.80000000000000e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08087558964106e+01,0.00000000000000e+00,5.61053508172161e-102
1.90000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.79400000000000e+03,8.07585162205692e+01,0.00000000000000e+00,5.97461302838133e-102
2.00000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08578762343197e+01,0.00000000000000e+00,6.36231666302147e-102
2.10000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08136701036886e+01,0.00000000000000e+00,6.77517910001402e-102
2.20000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.45000000000000e+02,1.79400000000000e+03,8.07833820230183e+01,0.00000000000000e+00,7.21483294034400e-102
2.30000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.79400000000000e+03,8.07966077539387e+01,0.00000000000000e+00,7.68301672747885e-102
2.40000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.07586332936580e+01,0.00000000000000e+00,8.18158182217111e-102
2.50000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.07913001901365e+01,0.00000000000000e+00,8.71249972337965e-102
2.60000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08249043548089e+01,0.00000000000000e+00,9.27786986425900e-102
2.70000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.41000000000000e+02,1.79400000000000e+03,8.08715473197337e+01,0.00000000000000e+00,9.87992791404469e-102
2.80000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.08135355356266e+01,0.00000000000000e+00,1.05210546186633e-101
2.90000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.08000000000000e+01,0.00000000000000e+00,1.12037852150260e-101
3.00000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.40000000000000e+02,1.79400000000000e+03,8.08249275836829e+01,0.00000000000000e+00,1.19308194562328e-101
3.10000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.08300000000000e+01,0.00000000000000e+00,1.27050322873305e-101
3.20000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.08052334246462e+01,0.00000000000000e+00,1.35294852138413e-101
3.30000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08247579699815e+01,0.00000000000000e+00,1.44074384080145e-101
3.40000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.07885328492465e+01,0.00000000000000e+00,1.53423636006767e-101
3.50000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.08381494012284e+01,0.00000000000000e+00,1.63379578096567e-101
3.60000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.07669723554682e+01,0.00000000000000e+00,1.73981579590741e-101
3.70000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.07086267955547e+01,0.00000000000000e+00,1.85271564472999e-101
3.80000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.07413524133491e+01,0.00000000000000e+00,1.97294177251505e-101
3.90000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.79400000000000e+03,8.07500000000000e+01,0.00000000000000e+00,2.10096959498721e-101
4.00000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08162800405422e+01,0.00000000000000e+00,2.23730537847236e-101
4.10000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.41000000000000e+02,1.79400000000000e+03,8.08051093825531e+01,0.00000000000000e+00,2.38248824184999e-101
4.20000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08249023294624e+01,0.00000000000000e+00,2.53709228841581e-101
4.30000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.08466007600507e+01,0.00000000000000e+00,2.70172887608495e-101
4.40000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08334510669861e+01,0.00000000000000e+00,2.87704903491273e-101
4.50000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08051967701413e+01,0.00000000000000e+00,3.06374604149288e-101
4.60000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.79400000000000e+03,8.07834649094351e+01,0.00000000000000e+00,3.26255816041315e-101
4.70000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.79400000000000e+03,8.07800000000000e+01,0.00000000000000e+00,3.47427156360903e-101
4.80000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.07135951448794e+01,0.00000000000000e+00,3.69972343915971e-101
4.90000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.08243047597683e+01,0.00000000000000e+00,3.93980530181955e-101
5.00000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.08500000000000e+01,0.00000000000000e+00,4.19546651837599e-101
5.10000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.79400000000000e+03,8.08747680108559e+01,0.00000000000000e+00,4.46771806177446e-101
5.20000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.41000000000000e+02,1.79400000000000e+03,8.07560452272893e+01,0.00000000000000e+00,4.75763650885531e-101
5.30000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.45000000000000e+02,1.79400000000000e+03,8.08126349051102e+01,0.00000000000000e+00,5.06636829751135e-101
5.40000000000001e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.79400000000000e+03,8.07885890151130e+01,0.00000000000000e+00,5.39513426010004e-101
5.50000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.39000000000000e+02,1.79400000000000e+03,8.07385839214666e+01,0.00000000000000e+00,5.74523445103727e-101
5.60000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.06885290002214e+01,0.00000000000000e+00,6.11805328766247e-101
5.70000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.07379801732031e+01,0.00000000000000e+00,6.51506502470403e-101
5.80000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.07086718188607e+01,0.00000000000000e+00,6.93783958399276e-101
5.90000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.07826357442318e+01,0.00000000000000e+00,7.38804876247624e-101
6.00000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.08248746440330e+01,0.00000000000000e+00,7.86747284308262e-101
6.10000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.41000000000000e+02,1.79400000000000e+03,8.08465827835723e+01,0.00000000000000e+00,8.37800763457557e-101
6.20000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.45000000000000e+02,1.79400000000000e+03,8.08334336536662e+01,0.00000000000000e+00,8.92167196823834e-101
6.30000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.79400000000000e+03,8.08300000000000e+01,0.00000000000000e+00,9.50061568103143e-101
6.40000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.41000000000000e+02,1.79400000000000e+03,8.07637703808269e+01,0.00000000000000e+00,1.01171281167921e-100
6.50000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.07913254798474e+01,0.00000000000000e+00,1.07736471790925e-100
6.60000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.45000000000000e+02,1.79400000000000e+03,8.07834759478170e+01,0.00000000000000e+00,1.14727689715538e-100
6.70000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.79400000000000e+03,8.08214382988077e+01,0.00000000000000e+00,1.22172580637391e-100
6.80000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.07636628756123e+01,0.00000000000000e+00,1.30100584232180e-100
6.90000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.07500000000000e+01,0.00000000000000e+00,1.38543050570337e-100
7.00000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.07500000000000e+01,0.00000000000000e+00,1.47533364086057e-100
7.10000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.44000000000000e+02,1.79400000000000e+03,8.07748276099927e+01,0.00000000000000e+00,1.57107075590908e-100
7.20000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.45000000000000e+02,1.79400000000000e+03,8.07965327118356e+01,0.00000000000000e+00,1.67302042854048e-100
7.30000000000002e+00,0.00000000000000e+00,1.00000000000000e+00,2.40000000000000e+02,1.79400000000000e+03,8.08247849830604e+01,0.00000000000000e+00,1.78158580304945e-100
7.40000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08300000000000e+01,0.00000000000000e+00,1.89719618450585e-100
7.50000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.08051214453465e+01,0.00000000000000e+00,2.02030873637561e-100
7.60000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.41000000000000e+02,1.79400000000000e+03,8.08414458175160e+01,0.00000000000000e+00,2.15141028830327e-100
7.70000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.08334320364581e+01,0.00000000000000e+00,2.29101926120496e-100
7.80000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.08465424132414e+01,0.00000000000000e+00,2.43968771728410e-100
7.90000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.07508684012160e+01,0.00000000000000e+00,2.59800354307646e-100
8.00000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.42000000000000e+02,1.79400000000000e+03,8.07300000000000e+01,0.00000000000000e+00,2.76659277415702e-100
8.10000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.41000000000000e+02,1.79400000000000e+03,8.07879419349163e+01,0.00000000000000e+00,2.94612207070134e-100
8.20000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.07834343101990e+01,0.00000000000000e+00,3.13730135369063e-100
8.30000000000003e+00,0.00000000000000e+00,1.00000000000000e+00,2.43000000000000e+02,1.79400000000000e+03,8.07965592361400e+01,0.00000000000000e+00,3.34088661218508e-100
